# Timer data started: Wed Mar 15 19:09:02 2023
# timer(10 ns), starts, total starts, total stops
1351, 64, 484688, 2168
172, 458, 485146, 2169
3361, 206, 485352, 2170
1556, 278, 485630, 2171
2754, 74, 485704, 2172
3916, 445, 486149, 2173
3636, 161, 486310, 2174
93, 85, 486395, 2175
2454, 18, 486413, 2176
149, 264, 486677, 2177
49, 162, 486839, 2178
80, 45, 486884, 2179
1137, 651, 487535, 2180
1047, 170, 487705, 2181
3997, 574, 488279, 2182
162, 701, 488980, 2183
258, 34, 489014, 2184
300, 171, 489185, 2185
77, 156, 489341, 2186
150, 273, 489614, 2187
54, 938, 490552, 2188
115, 105, 490657, 2189
2959, 22, 490679, 2190
253, 277, 490956, 2191
1457, 646, 491602, 2192
616, 214, 491816, 2193
299, 285, 492101, 2194
236, 26, 492127, 2195
119, 304, 492431, 2196
22, 190, 492621, 2197
366, 427, 493048, 2198
290, 548, 493596, 2199
103, 335, 493931, 2200
28, 541, 494472, 2201
100, 440, 494912, 2202
202, 609, 495521, 2203
48, 950, 496471, 2204
2828, 237, 496708, 2205
23, 4, 496712, 2206
640, 947, 497659, 2207
182, 61, 497720, 2208
253, 2, 497722, 2209
18, 112, 497834, 2210
352, 720, 498554, 2211
2955, 392, 498946, 2212
2287, 126, 499072, 2213
3826, 460, 499532, 2214
65, 319, 499851, 2215
83, 444, 500295, 2216
1538, 372, 500667, 2217
172, 19, 500686, 2218
810, 150, 500836, 2219
216, 328, 501164, 2220
220, 90, 501254, 2221
9, 48, 501302, 2222
600, 99, 501401, 2223
620, 113, 501514, 2224
12, 360, 501874, 2225
155, 484, 502358, 2226
30, 104, 502462, 2227
196, 325, 502787, 2228
439, 203, 502990, 2229
190, 175, 503165, 2230
2617, 205, 503370, 2231
475, 104, 503474, 2232
762, 169, 503643, 2233
1578, 95, 503738, 2234
1547, 193, 503931, 2235
95, 143, 504074, 2236
808, 187, 504261, 2237
3564, 113, 504374, 2238
534, 72, 504446, 2239
184, 89, 504535, 2240
32, 11, 504546, 2241
472, 52, 504598, 2242
130, 146, 504744, 2243
528, 148, 504892, 2244
64, 213, 505105, 2245
64, 91, 505196, 2246
1986, 152, 505348, 2247
238, 196, 505544, 2248
71, 247, 505791, 2249
1920, 1, 505792, 2250
679, 104, 505896, 2251
43, 520, 506416, 2252
112, 35, 506451, 2253
3433, 60, 506511, 2254
3349, 562, 507073, 2255
323, 16, 507089, 2256
2547, 94, 507183, 2257
3534, 125, 507308, 2258
3451, 48, 507356, 2259
232, 373, 507729, 2260
2183, 361, 508090, 2261
168, 160, 508250, 2262
529, 85, 508335, 2263
2982, 824, 509159, 2264
233, 164, 509323, 2265
1083, 213, 509536, 2266
444, 190, 509726, 2267
200, 268, 509994, 2268
1292, 446, 510440, 2269
2653, 22, 510462, 2270
145, 123, 510585, 2271
736, 35, 510620, 2272
61, 142, 510762, 2273
432, 254, 511016, 2274
1309, 28, 511044, 2275
254, 494, 511538, 2276
60, 537, 512075, 2277
13, 165, 512240, 2278
75, 536, 512776, 2279
2744, 230, 513006, 2280
395, 226, 513232, 2281
490, 322, 513554, 2282
251, 407, 513961, 2283
957, 353, 514314, 2284
561, 149, 514463, 2285
390, 138, 514601, 2286
54, 91, 514692, 2287
565, 123, 514815, 2288
25, 5, 514820, 2289
154, 7, 514827, 2290
14, 257, 515084, 2291
18, 14, 515098, 2292
337, 11, 515109, 2293
1003, 211, 515320, 2294
574, 178, 515498, 2295
3451, 86, 515584, 2296
2432, 85, 515669, 2297
30, 51, 515720, 2298
12, 280, 516000, 2299
140, 460, 516460, 2300
1868, 327, 516787, 2301
2524, 321, 517108, 2302
38, 90, 517198, 2303
124, 246, 517444, 2304
2962, 476, 517920, 2305
2925, 60, 517980, 2306
3893, 389, 518369, 2307
1018, 132, 518501, 2308
1075, 493, 518994, 2309
21, 199, 519193, 2310
85, 12, 519205, 2311
414, 164, 519369, 2312
173, 384, 519753, 2313
2980, 320, 520073, 2314
108, 21, 520094, 2315
1878, 627, 520721, 2316
412, 28, 520749, 2317
809, 12, 520761, 2318
655, 203, 520964, 2319
148, 47, 521011, 2320
39, 128, 521139, 2321
2950, 10, 521149, 2322
161, 67, 521216, 2323
293, 112, 521328, 2324
1883, 31, 521359, 2325
2318, 9, 521368, 2326
3322, 218, 521586, 2327
55, 50, 521636, 2328
597, 93, 521729, 2329
26, 16, 521745, 2330
524, 235, 521980, 2331
1725, 129, 522109, 2332
85, 413, 522522, 2333
108, 96, 522618, 2334
50, 205, 522823, 2335
37, 883, 523706, 2336
3017, 125, 523831, 2337
3877, 283, 524114, 2338
32, 1, 524115, 2339
66, 12, 524127, 2340
118, 377, 524504, 2341
2616, 40, 524544, 2342
1046, 93, 524637, 2343
2863, 274, 524911, 2344
665, 168, 525079, 2345
65, 70, 525149, 2346
531, 571, 525720, 2347
746, 116, 525836, 2348
221, 86, 525922, 2349
3295, 269, 526191, 2350
940, 74, 526265, 2351
2346, 1182, 527447, 2352
16, 29, 527476, 2353
2980, 264, 527740, 2354
2149, 97, 527837, 2355
233, 537, 528374, 2356
88, 75, 528449, 2357
18, 87, 528536, 2358
266, 102, 528638, 2359
279, 140, 528778, 2360
158, 20, 528798, 2361
1017, 446, 529244, 2362
3132, 301, 529545, 2363
1347, 87, 529632, 2364
2957, 345, 529977, 2365
369, 34, 530011, 2366
82, 505, 530516, 2367
1078, 214, 530730, 2368
555, 502, 531232, 2369
89, 9, 531241, 2370
47, 20, 531261, 2371
194, 335, 531596, 2372
58, 362, 531958, 2373
119, 278, 532236, 2374
244, 191, 532427, 2375
131, 200, 532627, 2376
354, 192, 532819, 2377
289, 39, 532858, 2378
17, 33, 532891, 2379
78, 462, 533353, 2380
2061, 81, 533434, 2381
397, 284, 533718, 2382
3498, 79, 533797, 2383
11, 305, 534102, 2384
110, 197, 534299, 2385
1390, 113, 534412, 2386
17, 19, 534431, 2387
1269, 2, 534433, 2388
1489, 491, 534924, 2389
65, 134, 535058, 2390
2132, 138, 535196, 2391
151, 357, 535553, 2392
109, 282, 535835, 2393
39, 348, 536183, 2394
60, 129, 536312, 2395
286, 331, 536643, 2396
74, 11, 536654, 2397
62, 22, 536676, 2398
140, 107, 536783, 2399
85, 61, 536844, 2400
210, 292, 537136, 2401
2947, 110, 537246, 2402
486, 27, 537273, 2403
3325, 285, 537558, 2404
147, 181, 537739, 2405
159, 1260, 538999, 2406
672, 314, 539313, 2407
74, 42, 539355, 2408
176, 30, 539385, 2409
86, 226, 539611, 2410
703, 834, 540445, 2411
770, 397, 540842, 2412
82, 256, 541098, 2413
529, 52, 541150, 2414
152, 445, 541595, 2415
187, 385, 541980, 2416
60, 1008, 542988, 2417
217, 54, 543042, 2418
880, 38, 543080, 2419
273, 33, 543113, 2420
73, 241, 543354, 2421
3688, 30, 543384, 2422
2049, 27, 543411, 2423
27, 339, 543750, 2424
2797, 212, 543962, 2425
42, 301, 544263, 2426
2667, 1187, 545450, 2427
114, 209, 545659, 2428
3393, 125, 545784, 2429
173, 101, 545885, 2430
18, 639, 546524, 2431
1421, 117, 546641, 2432
63, 391, 547032, 2433
629, 33, 547065, 2434
158, 300, 547365, 2435
2085, 86, 547451, 2436
258, 1154, 548605, 2437
44, 1096, 549701, 2438
2756, 229, 549930, 2439
64, 30, 549960, 2440
64, 84, 550044, 2441
2071, 49, 550093, 2442
171, 245, 550338, 2443
173, 75, 550413, 2444
71, 586, 550999, 2445
185, 92, 551091, 2446
459, 316, 551407, 2447
57, 8, 551415, 2448
3384, 395, 551810, 2449
170, 153, 551963, 2450
448, 71, 552034, 2451
749, 177, 552211, 2452
107, 225, 552436, 2453
207, 171, 552607, 2454
39, 131, 552738, 2455
250, 160, 552898, 2456
85, 188, 553086, 2457
47, 470, 553556, 2458
1533, 103, 553659, 2459
70, 207, 553866, 2460
105, 81, 553947, 2461
3742, 470, 554417, 2462
3394, 1301, 555718, 2463
2755, 77, 555795, 2464
295, 5, 555800, 2465
2232, 187, 555987, 2466
180, 326, 556313, 2467
702, 26, 556339, 2468
1387, 563, 556902, 2469
46, 274, 557176, 2470
494, 134, 557310, 2471
184, 52, 557362, 2472
303, 71, 557433, 2473
3232, 10, 557443, 2474
335, 9, 557452, 2475
334, 152, 557604, 2476
246, 571, 558175, 2477
1788, 263, 558438, 2478
40, 855, 559293, 2479
368, 307, 559600, 2480
250, 18, 559618, 2481
314, 11, 559629, 2482
3884, 49, 559678, 2483
2834, 304, 559982, 2484
3002, 144, 560126, 2485
122, 72, 560198, 2486
1247, 102, 560300, 2487
2012, 145, 560445, 2488
365, 295, 560740, 2489
26, 728, 561468, 2490
328, 139, 561607, 2491
90, 37, 561644, 2492
1650, 212, 561856, 2493
3305, 1437, 563293, 2494
364, 242, 563535, 2495
34, 149, 563684, 2496
169, 514, 564198, 2497
139, 23, 564221, 2498
730, 386, 564607, 2499
183, 420, 565027, 2500
1813, 405, 565432, 2501
73, 470, 565902, 2502
452, 164, 566066, 2503
2850, 16, 566082, 2504
587, 128, 566210, 2505
3181, 42, 566252, 2506
25, 340, 566592, 2507
2850, 208, 566800, 2508
55, 111, 566911, 2509
135, 117, 567028, 2510
139, 318, 567346, 2511
93, 462, 567808, 2512
356, 7, 567815, 2513
1510, 159, 567974, 2514
9, 141, 568115, 2515
30, 74, 568189, 2516
44, 65, 568254, 2517
177, 369, 568623, 2518
3057, 159, 568782, 2519
106, 74, 568856, 2520
1607, 141, 568997, 2521
175, 29, 569026, 2522
2818, 81, 569107, 2523
2132, 298, 569405, 2524
2482, 18, 569423, 2525
2126, 344, 569767, 2526
60, 256, 570023, 2527
326, 505, 570528, 2528
566, 165, 570693, 2529
2656, 110, 570803, 2530
23, 588, 571391, 2531
119, 106, 571497, 2532
270, 51, 571548, 2533
27, 62, 571610, 2534
602, 587, 572197, 2535
59, 69, 572266, 2536
441, 767, 573033, 2537
190, 268, 573301, 2538
25, 423, 573724, 2539
51, 101, 573825, 2540
209, 116, 573941, 2541
336, 593, 574534, 2542
17, 100, 574634, 2543
27, 223, 574857, 2544
1431, 224, 575081, 2545
871, 58, 575139, 2546
2134, 72, 575211, 2547
240, 210, 575421, 2548
1927, 41, 575462, 2549
59, 58, 575520, 2550
44, 243, 575763, 2551
3572, 139, 575902, 2552
2199, 220, 576122, 2553
165, 104, 576226, 2554
202, 500, 576726, 2555
234, 66, 576792, 2556
1212, 12, 576804, 2557
1153, 169, 576973, 2558
208, 243, 577216, 2559
1504, 705, 577921, 2560
299, 267, 578188, 2561
668, 47, 578235, 2562
33, 26, 578261, 2563
314, 181, 578442, 2564
117, 469, 578911, 2565
162, 106, 579017, 2566
2975, 211, 579228, 2567
1066, 136, 579364, 2568
1860, 273, 579637, 2569
215, 171, 579808, 2570
88, 197, 580005, 2571
2708, 51, 580056, 2572
206, 69, 580125, 2573
435, 368, 580493, 2574
1298, 125, 580618, 2575
1768, 560, 581178, 2576
115, 34, 581212, 2577
471, 507, 581719, 2578
25, 142, 581861, 2579
80, 6, 581867, 2580
2341, 168, 582035, 2581
9, 36, 582071, 2582
2206, 89, 582160, 2583
536, 121, 582281, 2584
1737, 405, 582686, 2585
1001, 333, 583019, 2586
897, 102, 583121, 2587
221, 241, 583362, 2588
1879, 731, 584093, 2589
3517, 419, 584512, 2590
11, 332, 584844, 2591
1310, 1341, 586185, 2592
3568, 390, 586575, 2593
166, 134, 586709, 2594
390, 84, 586793, 2595
3005, 284, 587077, 2596
21, 46, 587123, 2597
62, 78, 587201, 2598
2962, 207, 587408, 2599
331, 204, 587612, 2600
138, 69, 587681, 2601
3768, 277, 587958, 2602
87, 119, 588077, 2603
110, 59, 588136, 2604
271, 69, 588205, 2605
3374, 871, 589076, 2606
3521, 257, 589333, 2607
66, 382, 589715, 2608
2673, 75, 589790, 2609
956, 40, 589830, 2610
377, 264, 590094, 2611
9, 793, 590887, 2612
2059, 135, 591022, 2613
763, 572, 591594, 2614
634, 92, 591686, 2615
2793, 243, 591929, 2616
465, 16, 591945, 2617
77, 233, 592178, 2618
1336, 144, 592322, 2619
270, 251, 592573, 2620
239, 997, 593570, 2621
255, 46, 593616, 2622
178, 255, 593871, 2623
136, 260, 594131, 2624
411, 92, 594223, 2625
44, 23, 594246, 2626
296, 531, 594777, 2627
2526, 122, 594899, 2628
73, 182, 595081, 2629
146, 1250, 596331, 2630
439, 216, 596547, 2631
146, 33, 596580, 2632
12, 93, 596673, 2633
645, 524, 597197, 2634
90, 25, 597222, 2635
303, 140, 597362, 2636
245, 42, 597404, 2637
3150, 1558, 598962, 2638
3461, 386, 599348, 2639
1198, 803, 600151, 2640
360, 32, 600183, 2641
169, 795, 600978, 2642
47, 74, 601052, 2643
1905, 4, 601056, 2644
35, 43, 601099, 2645
217, 9, 601108, 2646
604, 251, 601359, 2647
3434, 150, 601509, 2648
639, 22, 601531, 2649
94, 15, 601546, 2650
140, 307, 601853, 2651
1399, 283, 602136, 2652
2044, 60, 602196, 2653
178, 381, 602577, 2654
242, 186, 602763, 2655
192, 656, 603419, 2656
227, 27, 603446, 2657
2697, 265, 603711, 2658
87, 9, 603720, 2659
345, 78, 603798, 2660
18, 2, 603800, 2661
164, 124, 603924, 2662
21, 191, 604115, 2663
162, 424, 604539, 2664
364, 98, 604637, 2665
388, 79, 604716, 2666
332, 113, 604829, 2667
241, 236, 605065, 2668
172, 196, 605261, 2669
265, 521, 605782, 2670
368, 80, 605862, 2671
148, 41, 605903, 2672
117, 242, 606145, 2673
118, 489, 606634, 2674
230, 808, 607442, 2675
100, 347, 607789, 2676
284, 196, 607985, 2677
26, 31, 608016, 2678
162, 93, 608109, 2679
1879, 508, 608617, 2680
1754, 1201, 609818, 2681
295, 5, 609823, 2682
134, 317, 610140, 2683
342, 151, 610291, 2684
213, 66, 610357, 2685
202, 668, 611025, 2686
82, 574, 611599, 2687
1576, 80, 611679, 2688
804, 46, 611725, 2689
111, 410, 612135, 2690
546, 188, 612323, 2691
170, 168, 612491, 2692
301, 112, 612603, 2693
589, 568, 613171, 2694
273, 32, 613203, 2695
182, 364, 613567, 2696
47, 149, 613716, 2697
138, 122, 613838, 2698
194, 113, 613951, 2699
140, 124, 614075, 2700
3897, 241, 614316, 2701
3686, 125, 614441, 2702
1055, 117, 614558, 2703
267, 284, 614842, 2704
455, 129, 614971, 2705
237, 2, 614973, 2706
19, 32, 615005, 2707
113, 21, 615026, 2708
237, 790, 615816, 2709
160, 247, 616063, 2710
14, 134, 616197, 2711
3075, 151, 616348, 2712
3214, 175, 616523, 2713
234, 256, 616779, 2714
106, 100, 616879, 2715
1352, 754, 617633, 2716
1729, 321, 617954, 2717
289, 342, 618296, 2718
2371, 32, 618328, 2719
31, 136, 618464, 2720
277, 435, 618899, 2721
1186, 142, 619041, 2722
3091, 2, 619043, 2723
282, 187, 619230, 2724
2420, 38, 619268, 2725
3303, 428, 619696, 2726
64, 275, 619971, 2727
3813, 201, 620172, 2728
399, 222, 620394, 2729
1484, 1, 620395, 2730
67, 44, 620439, 2731
107, 79, 620518, 2732
1204, 7, 620525, 2733
157, 11, 620536, 2734
158, 327, 620863, 2735
195, 997, 621860, 2736
1088, 126, 621986, 2737
376, 314, 622300, 2738
111, 157, 622457, 2739
82, 301, 622758, 2740
452, 212, 622970, 2741
223, 400, 623370, 2742
173, 413, 623783, 2743
193, 218, 624001, 2744
286, 213, 624214, 2745
46, 425, 624639, 2746
3088, 483, 625122, 2747
257, 453, 625575, 2748
190, 137, 625712, 2749
3392, 122, 625834, 2750
195, 227, 626061, 2751
330, 15, 626076, 2752
3431, 194, 626270, 2753
513, 138, 626408, 2754
135, 63, 626471, 2755
2071, 422, 626893, 2756
34, 104, 626997, 2757
36, 22, 627019, 2758
3097, 379, 627398, 2759
20, 99, 627497, 2760
2503, 36, 627533, 2761
143, 47, 627580, 2762
3914, 41, 627621, 2763
1253, 96, 627717, 2764
33, 32, 627749, 2765
80, 279, 628028, 2766
515, 31, 628059, 2767
2854, 28, 628087, 2768
31, 250, 628337, 2769
11, 156, 628493, 2770
113, 23, 628516, 2771
81, 294, 628810, 2772
3673, 84, 628894, 2773
2138, 501, 629395, 2774
216, 212, 629607, 2775
84, 47, 629654, 2776
1902, 526, 630180, 2777
86, 405, 630585, 2778
528, 184, 630769, 2779
806, 91, 630860, 2780
101, 217, 631077, 2781
2725, 622, 631699, 2782
27, 23, 631722, 2783
588, 8, 631730, 2784
67, 308, 632038, 2785
2389, 172, 632210, 2786
49, 82, 632292, 2787
2905, 68, 632360, 2788
14, 32, 632392, 2789
3629, 308, 632700, 2790
29, 749, 633449, 2791
4059, 95, 633544, 2792
126, 17, 633561, 2793
2056, 794, 634355, 2794
105, 436, 634791, 2795
442, 321, 635112, 2796
709, 125, 635237, 2797
91, 135, 635372, 2798
2848, 244, 635616, 2799
1223, 82, 635698, 2800
1545, 298, 635996, 2801
2168, 180, 636176, 2802
126, 46, 636222, 2803
3307, 89, 636311, 2804
2271, 4, 636315, 2805
156, 837, 637152, 2806
46, 195, 637347, 2807
371, 142, 637489, 2808
152, 18, 637507, 2809
384, 143, 637650, 2810
82, 399, 638049, 2811
198, 173, 638222, 2812
138, 246, 638468, 2813
210, 401, 638869, 2814
115, 120, 638989, 2815
330, 38, 639027, 2816
180, 590, 639617, 2817
70, 61, 639678, 2818
16, 31, 639709, 2819
3006, 381, 640090, 2820
945, 220, 640310, 2821
248, 46, 640356, 2822
117, 21, 640377, 2823
191, 103, 640480, 2824
104, 335, 640815, 2825
2412, 190, 641005, 2826
663, 34, 641039, 2827
20, 15, 641054, 2828
61, 201, 641255, 2829
2620, 114, 641369, 2830
3895, 30, 641399, 2831
21, 7, 641406, 2832
1068, 223, 641629, 2833
164, 51, 641680, 2834
2262, 439, 642119, 2835
326, 505, 642624, 2836
215, 164, 642788, 2837
194, 52, 642840, 2838
24, 256, 643096, 2839
204, 141, 643237, 2840
119, 30, 643267, 2841
3284, 302, 643569, 2842
3065, 80, 643649, 2843
207, 74, 643723, 2844
43, 336, 644059, 2845
3518, 279, 644338, 2846
2628, 112, 644450, 2847
3826, 40, 644490, 2848
71, 119, 644609, 2849
127, 351, 644960, 2850
25, 548, 645508, 2851
2858, 157, 645665, 2852
1849, 39, 645704, 2853
259, 192, 645896, 2854
646, 95, 645991, 2855
50, 450, 646441, 2856
442, 75, 646516, 2857
161, 280, 646796, 2858
424, 87, 646883, 2859
116, 18, 646901, 2860
2966, 136, 647037, 2861
704, 495, 647532, 2862
222, 348, 647880, 2863
1401, 353, 648233, 2864
2579, 21, 648254, 2865
490, 93, 648347, 2866
1622, 832, 649179, 2867
296, 292, 649471, 2868
3435, 425, 649896, 2869
174, 329, 650225, 2870
2585, 151, 650376, 2871
24, 74, 650450, 2872
14, 97, 650547, 2873
996, 220, 650767, 2874
3475, 758, 651525, 2875
440, 85, 651610, 2876
106, 71, 651681, 2877
36, 13, 651694, 2878
4015, 144, 651838, 2879
112, 270, 652108, 2880
1466, 216, 652324, 2881
200, 117, 652441, 2882
30, 492, 652933, 2883
270, 139, 653072, 2884
57, 548, 653620, 2885
727, 81, 653701, 2886
3556, 182, 653883, 2887
3653, 64, 653947, 2888
397, 167, 654114, 2889
352, 708, 654822, 2890
115, 649, 655471, 2891
36, 400, 655871, 2892
155, 201, 656072, 2893
17, 33, 656105, 2894
406, 422, 656527, 2895
290, 19, 656546, 2896
300, 3, 656549, 2897
275, 113, 656662, 2898
156, 135, 656797, 2899
13, 271, 657068, 2900
3046, 111, 657179, 2901
30, 51, 657230, 2902
240, 885, 658115, 2903
303, 184, 658299, 2904
120, 62, 658361, 2905
342, 881, 659242, 2906
2234, 295, 659537, 2907
257, 31, 659568, 2908
27, 110, 659678, 2909
885, 1466, 661144, 2910
471, 187, 661331, 2911
3472, 482, 661813, 2912
3323, 59, 661872, 2913
478, 17, 661889, 2914
3034, 46, 661935, 2915
375, 74, 662009, 2916
302, 28, 662037, 2917
62, 514, 662551, 2918
121, 39, 662590, 2919
1496, 181, 662771, 2920
347, 111, 662882, 2921
3370, 725, 663607, 2922
57, 70, 663677, 2923
556, 389, 664066, 2924
1980, 18, 664084, 2925
242, 670, 664754, 2926
360, 62, 664816, 2927
50, 52, 664868, 2928
1816, 262, 665130, 2929
69, 3, 665133, 2930
398, 1, 665134, 2931
157, 669, 665803, 2932
236, 5, 665808, 2933
597, 210, 666018, 2934
81, 64, 666082, 2935
3530, 21, 666103, 2936
67, 23, 666126, 2937
47, 6, 666132, 2938
943, 522, 666654, 2939
1548, 91, 666745, 2940
1278, 220, 666965, 2941
1021, 337, 667302, 2942
1552, 307, 667609, 2943
451, 183, 667792, 2944
49, 651, 668443, 2945
2325, 56, 668499, 2946
324, 241, 668740, 2947
130, 39, 668779, 2948
377, 293, 669072, 2949
1845, 73, 669145, 2950
37, 1310, 670455, 2951
337, 25, 670480, 2952
114, 8, 670488, 2953
109, 174, 670662, 2954
628, 52, 670714, 2955
327, 55, 670769, 2956
552, 430, 671199, 2957
14, 694, 671893, 2958
681, 125, 672018, 2959
1404, 111, 672129, 2960
118, 157, 672286, 2961
52, 445, 672731, 2962
335, 280, 673011, 2963
29, 36, 673047, 2964
337, 110, 673157, 2965
1272, 14, 673171, 2966
251, 7, 673178, 2967
131, 216, 673394, 2968
1437, 219, 673613, 2969
2928, 277, 673890, 2970
1615, 124, 674014, 2971
138, 190, 674204, 2972
1688, 134, 674338, 2973
125, 202, 674540, 2974
68, 156, 674696, 2975
233, 112, 674808, 2976
336, 209, 675017, 2977
70, 141, 675158, 2978
325, 28, 675186, 2979
39, 56, 675242, 2980
31, 137, 675379, 2981
3787, 300, 675679, 2982
2186, 272, 675951, 2983
40, 197, 676148, 2984
33, 128, 676276, 2985
38, 76, 676352, 2986
3134, 72, 676424, 2987
2428, 17, 676441, 2988
1235, 237, 676678, 2989
28, 114, 676792, 2990
2791, 402, 677194, 2991
68, 174, 677368, 2992
3164, 167, 677535, 2993
31, 224, 677759, 2994
92, 718, 678477, 2995
3678, 195, 678672, 2996
68, 89, 678761, 2997
143, 299, 679060, 2998
3228, 25, 679085, 2999
351, 110, 679195, 3000
13, 478, 679673, 3001
221, 7, 679680, 3002
309, 98, 679778, 3003
230, 125, 679903, 3004
145, 44, 679947, 3005
71, 103, 680050, 3006
183, 105, 680155, 3007
2715, 138, 680293, 3008
73, 31, 680324, 3009
38, 150, 680474, 3010
3787, 127, 680601, 3011
139, 44, 680645, 3012
3158, 138, 680783, 3013
58, 8, 680791, 3014
214, 122, 680913, 3015
2443, 94, 681007, 3016
40, 107, 681114, 3017
409, 105, 681219, 3018
1714, 54, 681273, 3019
30, 59, 681332, 3020
2751, 8, 681340, 3021
370, 339, 681679, 3022
41, 235, 681914, 3023
32, 613, 682527, 3024
98, 122, 682649, 3025
1280, 34, 682683, 3026
129, 447, 683130, 3027
392, 135, 683265, 3028
179, 627, 683892, 3029
774, 661, 684553, 3030
19, 162, 684715, 3031
217, 561, 685276, 3032
58, 259, 685535, 3033
64, 56, 685591, 3034
175, 145, 685736, 3035
453, 438, 686174, 3036
245, 43, 686217, 3037
234, 208, 686425, 3038
294, 290, 686715, 3039
1444, 74, 686789, 3040
2959, 45, 686834, 3041
149, 12, 686846, 3042
54, 389, 687235, 3043
1042, 195, 687430, 3044
2945, 168, 687598, 3045
45, 4, 687602, 3046
4066, 190, 687792, 3047
636, 24, 687816, 3048
181, 193, 688009, 3049
365, 70, 688079, 3050
25, 302, 688381, 3051
161, 245, 688626, 3052
3451, 152, 688778, 3053
876, 59, 688837, 3054
212, 120, 688957, 3055
117, 355, 689312, 3056
207, 250, 689562, 3057
660, 73, 689635, 3058
601, 3, 689638, 3059
2922, 551, 690189, 3060
442, 172, 690361, 3061
92, 2, 690363, 3062
167, 157, 690520, 3063
435, 7, 690527, 3064
1446, 775, 691302, 3065
3023, 558, 691860, 3066
1138, 172, 692032, 3067
1743, 169, 692201, 3068
173, 23, 692224, 3069
2353, 159, 692383, 3070
189, 1177, 693560, 3071
3393, 307, 693867, 3072
4055, 28, 693895, 3073
97, 41, 693936, 3074
56, 172, 694108, 3075
415, 380, 694488, 3076
1014, 192, 694680, 3077
147, 566, 695246, 3078
1701, 358, 695604, 3079
22, 244, 695848, 3080
151, 203, 696051, 3081
146, 109, 696160, 3082
1153, 452, 696612, 3083
28, 238, 696850, 3084
327, 47, 696897, 3085
582, 454, 697351, 3086
3716, 12, 697363, 3087
57, 61, 697424, 3088
3509, 162, 697586, 3089
81, 219, 697805, 3090
393, 263, 698068, 3091
489, 129, 698197, 3092
2518, 230, 698427, 3093
588, 166, 698593, 3094
208, 276, 698869, 3095
186, 539, 699408, 3096
32, 56, 699464, 3097
39, 1424, 700888, 3098
335, 239, 701127, 3099
108, 562, 701689, 3100
2725, 106, 701795, 3101
2066, 221, 702016, 3102
284, 188, 702204, 3103
15, 5, 702209, 3104
124, 251, 702460, 3105
535, 304, 702764, 3106
2794, 12, 702776, 3107
1806, 68, 702844, 3108
2733, 204, 703048, 3109
118, 163, 703211, 3110
247, 298, 703509, 3111
342, 237, 703746, 3112
2889, 518, 704264, 3113
484, 157, 704421, 3114
89, 398, 704819, 3115
3647, 260, 705079, 3116
251, 306, 705385, 3117
166, 190, 705575, 3118
1026, 95, 705670, 3119
164, 101, 705771, 3120
15, 136, 705907, 3121
3226, 186, 706093, 3122
49, 457, 706550, 3123
118, 57, 706607, 3124
3059, 679, 707286, 3125
3396, 165, 707451, 3126
13, 114, 707565, 3127
295, 292, 707857, 3128
152, 97, 707954, 3129
3110, 255, 708209, 3130
14, 38, 708247, 3131
207, 16, 708263, 3132
268, 103, 708366, 3133
16, 921, 709287, 3134
66, 239, 709526, 3135
50, 108, 709634, 3136
85, 55, 709689, 3137
3501, 172, 709861, 3138
94, 129, 709990, 3139
275, 7, 709997, 3140
143, 129, 710126, 3141
3224, 251, 710377, 3142
13, 19, 710396, 3143
78, 535, 710931, 3144
250, 146, 711077, 3145
2308, 102, 711179, 3146
1899, 661, 711840, 3147
311, 1061, 712901, 3148
99, 145, 713046, 3149
34, 36, 713082, 3150
350, 60, 713142, 3151
456, 583, 713725, 3152
218, 186, 713911, 3153
605, 105, 714016, 3154
139, 231, 714247, 3155
696, 87, 714334, 3156
2450, 467, 714801, 3157
117, 9, 714810, 3158
1629, 77, 714887, 3159
1287, 718, 715605, 3160
240, 110, 715715, 3161
112, 344, 716059, 3162
465, 116, 716175, 3163
1915, 8, 716183, 3164
2571, 97, 716280, 3165
50, 773, 717053, 3166
1752, 1408, 718461, 3167
33, 222, 718683, 3168
184, 177, 718860, 3169
764, 207, 719067, 3170
23, 11, 719078, 3171
226, 101, 719179, 3172
1315, 78, 719257, 3173
114, 98, 719355, 3174
1326, 203, 719558, 3175
819, 96, 719654, 3176
124, 69, 719723, 3177
3722, 772, 720495, 3178
140, 256, 720751, 3179
236, 18, 720769, 3180
631, 202, 720971, 3181
3141, 104, 721075, 3182
416, 463, 721538, 3183
1315, 205, 721743, 3184
20, 81, 721824, 3185
2539, 145, 721969, 3186
2427, 149, 722118, 3187
296, 65, 722183, 3188
1183, 288, 722471, 3189
43, 108, 722579, 3190
55, 583, 723162, 3191
1332, 314, 723476, 3192
49, 840, 724316, 3193
25, 88, 724404, 3194
3216, 27, 724431, 3195
99, 30, 724461, 3196
1102, 357, 724818, 3197
44, 517, 725335, 3198
3726, 84, 725419, 3199
48, 488, 725907, 3200
110, 57, 725964, 3201
718, 117, 726081, 3202
321, 668, 726749, 3203
110, 86, 726835, 3204
311, 215, 727050, 3205
690, 53, 727103, 3206
147, 122, 727225, 3207
51, 92, 727317, 3208
29, 700, 728017, 3209
22, 62, 728079, 3210
1377, 267, 728346, 3211
654, 348, 728694, 3212
164, 168, 728862, 3213
96, 127, 728989, 3214
116, 56, 729045, 3215
